customer_id,gender,age,payment_method
C296127,Female,22.0,Cash
C185139,Female,19.0,Cash
C264148,Female,43.0,Cash
C132162,Female,41.0,Cash
C176522,Female,19.0,Credit Card
C211030,Female,62.0,Credit Card
C327059,Female,34.0,Cash
C858555,Female,38.0,Debit Card
C158009,Male,69.0,Cash
C529915,Female,30.0,Credit Card
C304195,Male,66.0,Credit Card
C112683,Female,37.0,Credit Card
C270922,Male,62.0,Cash
C251928,Male,29.0,Cash
C193955,Male,62.0,Credit Card
C296565,Female,31.0,Cash
C952913,Female,40.0,Debit Card
C613412,Male,27.0,Credit Card
C260505,Female,19.0,Cash
C159442,Male,42.0,Credit Card
C470036,Female,65.0,Credit Card
C831048,Male,23.0,Credit Card
C233160,Female,69.0,Credit Card
C467962,Female,57.0,Credit Card
C125586,Female,19.0,Cash
C284679,Male,53.0,Credit Card
C211573,Female,32.0,Cash
C237238,Female,29.0,Debit Card
C331257,Male,19.0,Credit Card
C246358,Male,22.0,Debit Card
C328927,Female,67.0,Credit Card
C221677,Female,47.0,Cash
C258392,Female,57.0,Credit Card
C362089,Female,68.0,Cash
C121602,Female,41.0,Debit Card
C301014,Male,43.0,Credit Card
C117036,Female,34.0,Cash
C323994,Female,51.0,Cash
C135314,Male,30.0,Credit Card
C107721,Female,28.0,Cash
C108319,Female,61.0,Cash
C338056,Female,66.0,Credit Card
C244827,Female,54.0,Cash
C241277,Female,66.0,Cash
C331131,Female,30.0,Credit Card
C217054,Female,65.0,Credit Card
C333166,Male,26.0,Cash
C835715,Male,40.0,Cash
C978059,Male,65.0,Credit Card
C287021,Male,67.0,Debit Card
C960254,Female,64.0,Credit Card
C219106,Female,43.0,Credit Card
C296937,Male,48.0,Cash
C191881,Male,45.0,Cash
C204311,Female,25.0,Cash
C243051,Female,31.0,Cash
C274617,Female,47.0,Debit Card
C255910,Female,40.0,Cash
C113968,Male,60.0,Credit Card
C760847,Female,64.0,Cash
C159222,Female,57.0,Credit Card
C280037,Female,63.0,Debit Card
C416308,Male,24.0,Credit Card
C159750,Female,36.0,Cash
C283681,Female,29.0,Cash
C637934,Female,40.0,Cash
C214552,Male,39.0,Cash
C110267,Male,23.0,Debit Card
C267365,Female,62.0,Cash
C329132,Male,39.0,Cash
C323139,Female,62.0,Debit Card
C140774,Female,41.0,Credit Card
C130779,Male,45.0,Credit Card
C402577,Female,49.0,Debit Card
C277842,Female,nan,Debit Card
C133889,Female,50.0,Credit Card
C284197,Female,68.0,Cash
C139144,Female,56.0,Cash
C526091,Male,48.0,Cash
C296477,Male,42.0,Cash
C325798,Male,44.0,Cash
C120132,Female,44.0,Cash
C205627,Male,21.0,Cash
C291714,Female,48.0,Cash
C182975,Female,61.0,Credit Card
C299874,Female,19.0,Debit Card
C518741,Female,47.0,Cash
C128692,Female,24.0,Credit Card
C231121,Male,60.0,Debit Card
C131927,Female,69.0,Debit Card
C883334,Female,49.0,Debit Card
C224826,Female,40.0,Credit Card
C825390,Female,46.0,Cash
C260251,Female,62.0,Cash
C101307,Female,25.0,Cash
C128821,Female,29.0,Credit Card
C195863,Male,20.0,Cash
C132151,Female,29.0,Cash
C231421,Male,58.0,Debit Card
C284760,Male,44.0,Credit Card
C262821,Female,57.0,Credit Card
C325083,Male,69.0,Cash
C309982,Female,55.0,Cash
C138573,Male,32.0,Debit Card
C105344,Female,18.0,Credit Card
C289130,Female,51.0,Credit Card
C242201,Male,23.0,Cash
C944513,Male,21.0,Cash
C143639,Female,59.0,Cash
C231295,Female,43.0,Credit Card
C203027,Male,31.0,Cash
C331106,Female,66.0,Debit Card
C241142,Male,68.0,Credit Card
C232334,Female,33.0,Debit Card
C197239,Male,58.0,Cash
C269089,Female,51.0,Credit Card
C174428,Female,39.0,Cash
C209414,Male,41.0,Cash
C167165,Female,32.0,Credit Card
C891129,Male,41.0,Cash
C260369,Male,58.0,Credit Card
C240250,Female,66.0,Cash
C433586,Female,60.0,Credit Card
C295182,Female,44.0,Debit Card
C260274,Female,63.0,Cash
C534253,Female,58.0,Credit Card
C799745,Male,38.0,Debit Card
C103246,Male,47.0,Cash
C705438,Female,55.0,Cash
C207748,Female,46.0,Credit Card
C286139,Male,47.0,Credit Card
C175436,Female,60.0,Credit Card
C206383,Male,39.0,Credit Card
C196571,Male,50.0,Debit Card
C203695,Male,46.0,Cash
C126137,Female,25.0,Cash
C148705,Male,39.0,Credit Card
C337562,Male,51.0,Debit Card
C123804,Female,30.0,Cash
C237845,Female,27.0,Cash
C299328,Male,64.0,Credit Card
C267146,Female,33.0,Debit Card
C906594,Male,54.0,Credit Card
C308261,Female,51.0,Cash
C231744,Male,30.0,Debit Card
C187561,Female,22.0,Debit Card
C118528,Female,42.0,Credit Card
C267252,Male,21.0,Cash
C270123,Male,66.0,Credit Card
C652458,Female,53.0,Debit Card
C307502,Female,45.0,Cash
C269587,Male,58.0,Credit Card
C432763,Female,62.0,Credit Card
C219333,Female,47.0,Credit Card
C733811,Female,44.0,Cash
C196763,Male,20.0,Credit Card
C250787,Female,30.0,Cash
C340143,Male,18.0,Cash
C268819,Male,65.0,Debit Card
C280670,Male,20.0,Cash
C511327,Female,50.0,Cash
C236746,Female,54.0,Credit Card
C286068,Male,55.0,Cash
C155490,Male,60.0,Cash
C204651,Female,68.0,Cash
C320309,Female,47.0,Cash
C286145,Male,43.0,Cash
C261828,Male,38.0,Debit Card
C112085,Female,38.0,Debit Card
C179515,Male,33.0,Cash
C109925,Male,46.0,Cash
C114628,Female,22.0,Credit Card
C232996,Male,56.0,Credit Card
C105754,Male,55.0,Credit Card
C400058,Female,65.0,Cash
C765342,Male,61.0,Credit Card
C809750,Male,36.0,Credit Card
C319568,Male,55.0,Cash
C165919,Male,19.0,Credit Card
C325703,Female,48.0,Cash
C222710,Female,47.0,Credit Card
C202221,Male,31.0,Cash
C211092,Male,27.0,Cash
C483981,Male,24.0,Credit Card
C167742,Male,18.0,Cash
C407786,Female,18.0,Debit Card
C180361,Male,44.0,Cash
C129739,Female,65.0,Cash
C295755,Male,42.0,Credit Card
C269055,Female,65.0,Credit Card
C709992,Male,28.0,Debit Card
C180459,Female,26.0,Cash
C270009,Female,29.0,Debit Card
C734179,Male,36.0,Cash
C487647,Female,58.0,Credit Card
C504610,Female,68.0,Credit Card
C302880,Male,46.0,Credit Card
C522455,Male,68.0,Credit Card
C630399,Male,28.0,Cash
C304407,Male,59.0,Credit Card
C295350,Male,31.0,Cash
C136209,Female,50.0,Credit Card
C227862,Male,58.0,Debit Card
C202209,Female,52.0,Debit Card
C247952,Female,65.0,Debit Card
C573626,Female,23.0,Debit Card
C180689,Female,66.0,Cash
C648964,Female,32.0,Credit Card
C277979,Female,49.0,Cash
C143434,Female,68.0,Credit Card
C271559,Female,40.0,Debit Card
C281671,Female,60.0,Debit Card
C285559,Female,23.0,Credit Card
C285226,Female,51.0,Credit Card
C221084,Female,57.0,Cash
C107828,Female,54.0,Cash
C226702,Female,26.0,Cash
C524887,Female,22.0,Cash
C133584,Male,23.0,Credit Card
C550468,Male,69.0,Cash
C825149,Male,65.0,Debit Card
C929754,Male,30.0,Debit Card
C113005,Female,53.0,Cash
C998094,Female,53.0,Cash
C263406,Female,29.0,Credit Card
C228764,Female,18.0,Debit Card
C107152,Female,44.0,Cash
C175860,Female,67.0,Debit Card
C139964,Male,49.0,Cash
C121577,Female,52.0,Cash
C111733,Female,46.0,Debit Card
C128595,Male,28.0,Credit Card
C631158,Female,63.0,Credit Card
C279745,Female,29.0,Credit Card
C101863,Female,68.0,Debit Card
C325079,Male,63.0,Cash
C162788,Female,33.0,Credit Card
C213451,Male,44.0,Credit Card
C145315,Female,19.0,Debit Card
C302869,Male,55.0,Cash
C247177,Male,69.0,Debit Card
C229962,Female,33.0,Credit Card
C189866,Female,50.0,Cash
C240648,Male,40.0,Debit Card
C533967,Female,51.0,Cash
C199115,Male,30.0,Credit Card
C552162,Male,32.0,Credit Card
C200751,Male,43.0,Cash
C201065,Female,18.0,Cash
C133816,Female,63.0,Credit Card
C240867,Female,41.0,Credit Card
C213464,Female,60.0,Cash
C245332,Female,48.0,Debit Card
C172222,Male,22.0,Cash
C385321,Male,18.0,Debit Card
C350667,Male,65.0,Credit Card
C130750,Female,67.0,Cash
C118432,Female,18.0,Cash
C314209,Female,47.0,Cash
C404269,Female,47.0,Credit Card
C128442,Female,44.0,Credit Card
C506430,Female,32.0,Cash
C329485,Female,35.0,Cash
C281435,Female,42.0,Debit Card
C236280,Male,42.0,Cash
C290964,Male,50.0,Cash
C278126,Male,23.0,Debit Card
C339508,Male,23.0,Credit Card
C214425,Female,29.0,Debit Card
C349589,Male,23.0,Cash
C371414,Male,67.0,Credit Card
C211640,Female,69.0,Credit Card
C833977,Female,34.0,Cash
C114771,Male,67.0,Credit Card
C937637,Female,55.0,Debit Card
C569340,Male,27.0,Debit Card
C176670,Male,54.0,Debit Card
C146618,Male,24.0,Cash
C189590,Male,67.0,Debit Card
C310437,Male,68.0,Credit Card
C417746,Male,66.0,Cash
C331820,Male,25.0,Cash
C805968,Female,51.0,Credit Card
C198794,Male,18.0,Credit Card
C580312,Female,32.0,Cash
C119050,Female,19.0,Cash
C254191,Male,22.0,Debit Card
C695253,Female,18.0,Credit Card
C822533,Female,33.0,Cash
C319846,Male,30.0,Cash
C397636,Female,67.0,Debit Card
C116713,Male,31.0,Debit Card
C140309,Male,27.0,Cash
C115707,Male,57.0,Cash
C281008,Male,34.0,Debit Card
C242404,Female,22.0,Cash
C174691,Male,54.0,Credit Card
C178760,Female,46.0,Credit Card
C962413,Male,26.0,Cash
C317138,Female,51.0,Credit Card
C292955,Female,60.0,Cash
C894831,Female,66.0,Cash
C307249,Female,26.0,Credit Card
C237934,Male,33.0,Credit Card
C243230,Female,58.0,Cash
C148501,Female,21.0,Debit Card
C161953,Male,55.0,Credit Card
C286954,Female,33.0,Credit Card
C667201,Male,46.0,Credit Card
C828723,Female,29.0,Cash
C165951,Female,57.0,Debit Card
C126317,Female,23.0,Cash
C272240,Female,68.0,Debit Card
C158947,Male,41.0,Cash
C322059,Male,53.0,Cash
C240860,Female,34.0,Credit Card
C102015,Male,66.0,Cash
C958566,Female,34.0,Cash
C179145,Female,61.0,Cash
C276784,Male,50.0,Cash
C124822,Male,31.0,Cash
C187007,Female,48.0,Cash
C135229,Female,68.0,Cash
C107210,Female,62.0,Credit Card
C628593,Female,44.0,Debit Card
C210969,Male,39.0,Cash
C206823,Female,27.0,Cash
C641229,Female,41.0,Debit Card
C116196,Female,22.0,Cash
C237419,Female,59.0,Debit Card
C781938,Male,59.0,Cash
C264449,Male,21.0,Cash
C237558,Male,47.0,Credit Card
C325659,Female,54.0,Credit Card
C168843,Male,53.0,Debit Card
C802832,Female,54.0,Cash
C152722,Male,60.0,Debit Card
C650113,Male,19.0,Cash
C246728,Female,47.0,Cash
C174036,Female,36.0,Credit Card
C763014,Male,46.0,Cash
C107053,Female,46.0,Debit Card
C197173,Female,57.0,Cash
C166752,Male,68.0,Debit Card
C162013,Female,37.0,Credit Card
C122427,Male,19.0,Credit Card
C445788,Male,38.0,Cash
C195679,Female,42.0,Credit Card
C314079,Male,69.0,Cash
C256942,Female,47.0,Cash
C318920,Male,24.0,Debit Card
C327246,Female,50.0,Debit Card
C919139,Female,34.0,Credit Card
C173118,Male,68.0,Cash
C324514,Male,47.0,Cash
C252076,Male,37.0,Cash
C918295,Male,22.0,Credit Card
C572411,Female,38.0,Cash
C284511,Female,68.0,Cash
C274687,Female,42.0,Credit Card
C186508,Female,24.0,Credit Card
C142549,Female,37.0,Cash
C283085,Female,38.0,Cash
C179175,Female,40.0,Credit Card
C238963,Female,64.0,Debit Card
C706925,Female,30.0,Cash
C317957,Male,38.0,Cash
C248081,Female,23.0,Credit Card
C259778,Male,22.0,Credit Card
C239965,Male,57.0,Cash
C239903,Male,30.0,Cash
C233187,Male,68.0,Credit Card
C796349,Female,38.0,Cash
C618343,Female,57.0,Credit Card
C315593,Male,57.0,Credit Card
C987642,Female,40.0,Credit Card
C274332,Male,56.0,Credit Card
C208952,Male,32.0,Cash
C288120,Male,26.0,Cash
C311481,Female,69.0,Cash
C167297,Female,37.0,Credit Card
C113249,Male,66.0,Credit Card
C124004,Male,69.0,Cash
C133516,Female,24.0,Cash
C157402,Female,36.0,Credit Card
C253176,Female,59.0,Cash
C149300,Female,47.0,Credit Card
C103386,Male,27.0,Credit Card
C121651,Female,20.0,Debit Card
C163128,Female,54.0,Cash
C646654,Male,57.0,Cash
C131492,Female,27.0,Credit Card
C481851,Male,61.0,Credit Card
C326322,Male,43.0,Credit Card
C229777,Female,43.0,Debit Card
C552224,Male,60.0,Credit Card
C131500,Female,59.0,Cash
C320497,Female,55.0,Debit Card
C439827,Male,22.0,Cash
C178911,Male,58.0,Credit Card
C429003,Male,55.0,Cash
C286990,Male,37.0,Cash
C287380,Female,41.0,Debit Card
C940218,Male,18.0,Debit Card
C222228,Male,39.0,Debit Card
C271900,Female,33.0,Cash
C687602,Male,61.0,Credit Card
C812078,Male,29.0,Debit Card
C248729,Female,32.0,Cash
C159237,Female,66.0,Debit Card
C276235,Male,67.0,Cash
C181708,Female,69.0,Credit Card
C111267,Male,23.0,Credit Card
C191007,Male,21.0,Cash
C306383,Male,65.0,Cash
C324969,Female,65.0,Cash
C962860,Female,61.0,Debit Card
C320300,Male,24.0,Credit Card
C132454,Male,33.0,Cash
C256902,Female,19.0,Cash
C174310,Female,62.0,Debit Card
C104997,Male,39.0,Debit Card
C212050,Male,63.0,Credit Card
C194404,Female,22.0,Debit Card
C318572,Female,51.0,Credit Card
C235399,Male,31.0,Cash
C297355,Female,47.0,Credit Card
C340198,Female,35.0,Cash
C742823,Male,32.0,Cash
C169943,Female,35.0,Debit Card
C880467,Male,61.0,Credit Card
C184742,Female,52.0,Cash
C267264,Male,19.0,Credit Card
C259892,Male,47.0,Cash
C195188,Male,31.0,Credit Card
C891523,Female,31.0,Cash
C213354,Female,36.0,Cash
C310612,Female,20.0,Cash
C137735,Female,53.0,Credit Card
C806920,Female,22.0,Debit Card
C211695,Female,36.0,Credit Card
C132868,Female,49.0,Debit Card
C276614,Female,34.0,Debit Card
C106357,Female,38.0,Cash
C136821,Female,42.0,Cash
C190448,Female,58.0,Credit Card
C788119,Female,68.0,Cash
C332331,Male,48.0,Debit Card
C132164,Female,36.0,Debit Card
C285466,Female,37.0,Credit Card
C355856,Female,31.0,Credit Card
C972567,Female,56.0,Credit Card
C320776,Female,32.0,Debit Card
C462803,Female,50.0,Cash
C123596,Female,58.0,Cash
C876964,Female,53.0,Cash
C170906,Male,67.0,Credit Card
C212032,Female,35.0,Debit Card
C298497,Female,34.0,Credit Card
C750174,Female,23.0,Cash
C225719,Female,36.0,Debit Card
C342697,Female,35.0,Debit Card
C883219,Female,54.0,Cash
C157849,Female,27.0,Cash
C338370,Male,21.0,Cash
C816706,Female,24.0,Credit Card
C215567,Female,31.0,Debit Card
C228892,Female,68.0,Debit Card
C210383,Female,52.0,Cash
C658980,Female,29.0,Cash
C424783,Female,48.0,Cash
C280468,Female,28.0,Debit Card
C252494,Female,65.0,Cash
C160951,Female,38.0,Cash
C326244,Male,32.0,Cash
C755648,Female,68.0,Cash
C949801,Male,45.0,Credit Card
C578046,Female,49.0,Credit Card
C543839,Male,35.0,Cash
C168313,Male,56.0,Debit Card
C231211,Female,45.0,Credit Card
C237830,Female,35.0,Credit Card
C234222,Female,40.0,Cash
C987781,Female,24.0,Credit Card
C497597,Male,47.0,Cash
C267378,Male,49.0,Cash
C247888,Female,21.0,Cash
C107462,Female,69.0,Cash
C217316,Female,52.0,Credit Card
C660906,Male,66.0,Cash
C580891,Male,64.0,Credit Card
C134722,Male,51.0,Credit Card
C111272,Female,52.0,Credit Card
C290475,Male,45.0,Cash
C460248,Female,67.0,Cash
C217015,Male,54.0,Cash
C115326,Male,25.0,Cash
C165471,Male,56.0,Cash
C338493,Female,37.0,Cash
C661696,Female,53.0,Cash
C238007,Female,65.0,Credit Card
C277127,Male,52.0,Cash
C535709,Female,58.0,Credit Card
C328000,Female,28.0,Cash
C876919,Male,62.0,Debit Card
C243926,Female,59.0,Cash
C297953,Female,29.0,Credit Card
C117797,Male,59.0,Cash
C203758,Male,63.0,Debit Card
C118943,Female,46.0,Credit Card
C629308,Female,43.0,Credit Card
C458354,Male,33.0,Cash
C940265,Female,37.0,Credit Card
C314511,Female,63.0,Debit Card
C178480,Male,22.0,Cash
C263800,Male,53.0,Cash
C316289,Male,56.0,Credit Card
C950200,Female,57.0,Credit Card
C401007,Female,46.0,Debit Card
C182708,Female,43.0,Debit Card
C288042,Female,55.0,Cash
C118245,Male,45.0,Debit Card
C542730,Female,66.0,Debit Card
C128805,Female,58.0,Credit Card
C122424,Female,68.0,Credit Card
C310590,Female,32.0,Credit Card
C115173,Male,69.0,Debit Card
C261128,Female,27.0,Cash
C158548,Male,21.0,Cash
C194937,Female,56.0,Credit Card
C847656,Female,66.0,Cash
C247367,Female,31.0,Cash
C327145,Female,56.0,Credit Card
C957467,Female,31.0,Credit Card
C221568,Female,32.0,Credit Card
C577990,Male,38.0,Credit Card
C258713,Female,47.0,Cash
C264600,Female,68.0,Cash
C315596,Male,68.0,Cash
C245958,Female,37.0,Credit Card
C290957,Male,41.0,Cash
C629066,Female,25.0,Credit Card
C590995,Female,64.0,Cash
C948614,Female,60.0,Cash
C122685,Female,59.0,Debit Card
C295849,Female,33.0,Cash
C334601,Female,26.0,Cash
C198158,Female,65.0,Cash
C305680,Female,29.0,Credit Card
C258336,Female,66.0,Debit Card
C219319,Male,31.0,Cash
C697715,Male,39.0,Credit Card
C206443,Male,33.0,Cash
C310512,Male,31.0,Cash
C176975,Male,19.0,Debit Card
C213261,Female,48.0,Cash
C128638,Female,37.0,Cash
C153557,Male,39.0,Debit Card
C721795,Male,43.0,Credit Card
C704921,Female,68.0,Cash
C644318,Female,56.0,Debit Card
C756209,Female,35.0,Cash
C309410,Female,33.0,Debit Card
C243728,Male,51.0,Debit Card
C307141,Female,19.0,Cash
C397101,Male,66.0,Cash
C274198,Female,61.0,Credit Card
C190386,Male,34.0,Credit Card
C153421,Male,43.0,Debit Card
C855970,Female,62.0,Cash
C314472,Female,57.0,Cash
C652071,Male,53.0,Credit Card
C293144,Male,26.0,Credit Card
C179098,Male,30.0,Cash
C157520,Male,56.0,Credit Card
C273202,Female,64.0,Credit Card
C142218,Male,55.0,Cash
C186857,Female,56.0,Credit Card
C262498,Female,53.0,Debit Card
C123800,Male,39.0,Debit Card
C218340,Female,31.0,Debit Card
C333532,Female,45.0,Credit Card
C183175,Female,39.0,Cash
C169364,Female,38.0,Cash
C281399,Male,58.0,Cash
C255112,Female,49.0,Debit Card
C287160,Male,61.0,Credit Card
C198249,Female,39.0,Debit Card
C214390,Male,69.0,Debit Card
C130576,Female,55.0,Cash
C921322,Female,45.0,Cash
C125517,Female,37.0,Credit Card
C106747,Female,62.0,Debit Card
C574850,Female,60.0,Cash
C140398,Female,34.0,Cash
C168150,Female,39.0,Credit Card
C237287,Female,32.0,Credit Card
C252886,Female,24.0,Cash
C233138,Female,24.0,Credit Card
C886907,Male,23.0,Debit Card
C177786,Male,65.0,Credit Card
C152178,Male,26.0,Cash
C429664,Male,51.0,Credit Card
C259048,Female,19.0,Cash
C198852,Female,39.0,Credit Card
C296845,Male,31.0,Cash
C183348,Female,31.0,Credit Card
C240703,Female,46.0,Credit Card
C758882,Male,36.0,Credit Card
C201876,Female,48.0,Credit Card
C135755,Male,33.0,Credit Card
C123900,Male,20.0,Cash
C467874,Male,59.0,Cash
C254013,Female,45.0,Cash
C319127,Female,66.0,Cash
C169034,Male,64.0,Credit Card
C183673,Male,19.0,Cash
C131511,Female,18.0,Cash
C329977,Male,18.0,Cash
C422658,Female,32.0,Cash
C315558,Male,39.0,Cash
C184704,Female,44.0,Debit Card
C236748,Female,41.0,Cash
C281569,Female,27.0,Cash
C283787,Female,33.0,Cash
C150311,Male,18.0,Cash
C215835,Male,69.0,Credit Card
C229011,Male,27.0,Credit Card
C258758,Female,64.0,Cash
C102247,Female,36.0,Debit Card
C747315,Male,68.0,Cash
C250959,Female,25.0,Cash
C254321,Male,64.0,Cash
C308681,Male,31.0,Cash
C315569,Male,20.0,Cash
C725859,Female,46.0,Cash
C204181,Male,54.0,Credit Card
C242243,Female,44.0,Cash
C335112,Male,59.0,Credit Card
C116934,Female,64.0,Credit Card
C245595,Female,55.0,Debit Card
C122872,Female,67.0,Credit Card
C304540,Female,53.0,Cash
C224020,Male,30.0,Credit Card
C838209,Male,54.0,Cash
C142712,Male,42.0,Cash
C254173,Male,30.0,Debit Card
C258379,Female,20.0,Cash
C118847,Male,55.0,Cash
C247768,Female,58.0,Credit Card
C314128,Female,40.0,Debit Card
C196944,Female,44.0,Cash
C271894,Male,60.0,Debit Card
C154667,Female,20.0,Cash
C231932,Female,53.0,Cash
C338781,Male,36.0,Credit Card
C248892,Male,58.0,Credit Card
C138525,Female,44.0,Cash
C278051,Female,67.0,Credit Card
C804836,Female,21.0,Cash
C258684,Female,47.0,Cash
C885108,Female,38.0,Cash
C216250,Female,35.0,Cash
C285499,Female,20.0,Debit Card
C913581,Female,41.0,Debit Card
C113196,Female,49.0,Cash
C129833,Female,35.0,Debit Card
C996041,Female,35.0,Cash
C189986,Male,42.0,Cash
C160900,Female,69.0,Debit Card
C116999,Male,47.0,Debit Card
C261188,Male,68.0,Credit Card
C355238,Female,52.0,Cash
C248012,Female,52.0,Credit Card
C936162,Female,47.0,Credit Card
C196263,Female,45.0,Credit Card
C312089,Female,59.0,Cash
C123303,Male,40.0,Credit Card
C459850,Female,38.0,Cash
C532992,Female,56.0,Credit Card
C107714,Male,35.0,Credit Card
C111198,Female,43.0,Credit Card
C224881,Female,68.0,Debit Card
C284899,Male,28.0,Credit Card
C162993,Male,63.0,Debit Card
C207255,Female,69.0,Debit Card
C995153,Female,30.0,Debit Card
C271460,Female,28.0,Cash
C112162,Female,68.0,Cash
C119432,Male,60.0,Cash
C915543,Female,63.0,Credit Card
C215828,Female,32.0,Debit Card
C146536,Male,24.0,Cash
C243633,Male,21.0,Cash
C890278,Male,22.0,Cash
C231333,Male,54.0,Cash
C515911,Female,23.0,Credit Card
C155351,Female,29.0,Debit Card
C243636,Male,63.0,Cash
C185191,Female,33.0,Debit Card
C162366,Male,49.0,Cash
C127812,Female,69.0,Credit Card
C531268,Male,52.0,Cash
C307872,Male,29.0,Credit Card
C949455,Female,38.0,Cash
C135514,Female,22.0,Credit Card
C197177,Male,54.0,Cash
C192836,Female,59.0,Debit Card
C194836,Female,51.0,Debit Card
C196814,Male,41.0,Debit Card
C152421,Female,64.0,Debit Card
C220270,Female,58.0,Cash
C529876,Female,45.0,Cash
C218575,Female,49.0,Cash
C437895,Female,nan,Cash
C306223,Male,29.0,Cash
C180808,Female,24.0,Credit Card
C138804,Female,31.0,Cash
C338844,Male,49.0,Cash
C712962,Female,54.0,Debit Card
C322531,Male,55.0,Credit Card
C186175,Male,56.0,Cash
C337687,Male,45.0,Cash
C432322,Female,59.0,Credit Card
C622449,Female,36.0,Credit Card
C101919,Female,56.0,Credit Card
C319748,Female,48.0,Credit Card
C136885,Female,19.0,Credit Card
C218822,Female,26.0,Debit Card
C219033,Male,40.0,Debit Card
C611301,Female,47.0,Credit Card
C247436,Male,41.0,Credit Card
C928267,Male,18.0,Cash
C466434,Female,66.0,Cash
C375611,Female,nan,Credit Card
C269910,Male,59.0,Credit Card
C323759,Female,46.0,Credit Card
C234550,Male,57.0,Cash
C320979,Female,45.0,Cash
C245592,Male,30.0,Debit Card
C884846,Male,55.0,Cash
C288430,Female,33.0,Credit Card
C208330,Female,53.0,Cash
C702061,Male,38.0,Debit Card
C254772,Male,39.0,Cash
C107267,Female,28.0,Debit Card
C724141,Female,23.0,Cash
C107596,Female,32.0,Cash
C121160,Male,65.0,Credit Card
C268167,Female,61.0,Cash
C130699,Male,54.0,Cash
C720165,Male,55.0,Cash
C305794,Male,39.0,Credit Card
C320116,Male,24.0,Debit Card
C449163,Male,66.0,Cash
C136884,Female,63.0,Cash
C488895,Female,51.0,Cash
C652517,Female,32.0,Cash
C182570,Female,28.0,Credit Card
C208557,Female,31.0,Cash
C273907,Female,57.0,Cash
C287328,Female,30.0,Credit Card
C993732,Female,45.0,Cash
C175331,Male,21.0,Cash
C626019,Female,26.0,Credit Card
C721213,Male,19.0,Cash
C198425,Male,40.0,Debit Card
C190645,Male,65.0,Credit Card
C177675,Male,48.0,Cash
C134967,Male,42.0,Cash
C311757,Male,59.0,Credit Card
C187082,Female,36.0,Credit Card
C319087,Female,27.0,Debit Card
C186120,Male,37.0,Cash
C284252,Female,48.0,Cash
C248049,Female,39.0,Cash
C154575,Female,19.0,Credit Card
C105302,Female,58.0,Cash
C130636,Female,28.0,Cash
C200802,Female,47.0,Credit Card
C168116,Male,21.0,Debit Card
C655751,Male,25.0,Cash
C866150,Female,31.0,Credit Card
C219800,Female,68.0,Credit Card
C969430,Female,42.0,Credit Card
C231610,Male,34.0,Debit Card
C253443,Male,24.0,Debit Card
C225306,Male,61.0,Cash
C150220,Female,59.0,Debit Card
C213587,Male,33.0,Cash
C160181,Male,46.0,Cash
C729530,Female,69.0,Debit Card
C173208,Male,65.0,Cash
C168055,Male,33.0,Debit Card
C172907,Female,33.0,Cash
C228552,Female,24.0,Cash
C270848,Female,27.0,Cash
C272946,Female,57.0,Credit Card
C105816,Male,69.0,Cash
C278044,Male,20.0,Cash
C562512,Female,58.0,Cash
C296656,Female,53.0,Credit Card
C224306,Female,28.0,Credit Card
C722922,Female,39.0,Cash
C549108,Male,61.0,Debit Card
C991490,Female,41.0,Credit Card
C232863,Female,52.0,Cash
C265772,Female,27.0,Debit Card
C294224,Female,19.0,Credit Card
C244084,Male,42.0,Cash
C543701,Female,31.0,Debit Card
C264717,Female,43.0,Cash
C258678,Male,44.0,Cash
C316197,Female,35.0,Debit Card
C257902,Female,40.0,Debit Card
C283728,Female,33.0,Credit Card
C267743,Female,26.0,Cash
C635345,Male,43.0,Cash
C193687,Male,27.0,Credit Card
C130828,Female,50.0,Cash
C291033,Female,58.0,Cash
C310841,Female,32.0,Credit Card
C422413,Male,19.0,Credit Card
C118236,Male,58.0,Credit Card
C983440,Male,43.0,Cash
C142656,Male,42.0,Debit Card
C269713,Female,51.0,Credit Card
C308646,Male,20.0,Cash
C805663,Female,26.0,Credit Card
C108713,Male,66.0,Credit Card
C208394,Male,52.0,Cash
C448238,Female,22.0,Cash
C245714,Male,19.0,Debit Card
C302290,Male,48.0,Credit Card
C239460,Male,29.0,Cash
C104755,Male,42.0,Debit Card
C108752,Female,41.0,Cash
C158531,Male,37.0,Credit Card
C329596,Female,66.0,Cash
C688293,Male,24.0,Credit Card
C808518,Male,44.0,Cash
C159742,Female,66.0,Credit Card
C918207,Female,22.0,Credit Card
C151716,Female,51.0,Cash
C324282,Male,67.0,Cash
C809374,Female,58.0,Credit Card
C105564,Male,45.0,Debit Card
C203388,Female,38.0,Credit Card
C250303,Female,38.0,Credit Card
C243468,Male,60.0,Cash
C358737,Female,45.0,Cash
C119325,Male,32.0,Cash
C344185,Female,27.0,Cash
C530371,Female,55.0,Cash
C809831,Male,59.0,Debit Card
C223151,Female,45.0,Credit Card
C332428,Male,44.0,Debit Card
C213961,Female,56.0,Credit Card
C222071,Female,46.0,Credit Card
C281279,Female,27.0,Credit Card
C306014,Male,35.0,Cash
C281019,Female,21.0,Cash
C208737,Male,47.0,Credit Card
C215364,Female,31.0,Credit Card
C194431,Female,59.0,Credit Card
C222499,Male,22.0,Debit Card
C770363,Male,44.0,Debit Card
C252136,Female,66.0,Cash
C126649,Female,40.0,Credit Card
C697228,Male,57.0,Cash
